Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	Gene name	HGNC symbol
ENSG00000226849	ENSG00000226849.1		AL109811.1	
ENSG00000230337	ENSG00000230337.1	105376736	EXOSC10-AS1	EXOSC10-AS1
ENSG00000198793	ENSG00000198793.13	2475	MTOR	MTOR
ENSG00000225602	ENSG00000225602.5	100873935	MTOR-AS1	MTOR-AS1
ENSG00000253086	ENSG00000253086.1		RNU6-537P	RNU6-537P
ENSG00000171819	ENSG00000171819.5	10218	ANGPTL7	ANGPTL7
ENSG00000207451	ENSG00000207451.1		RNU6-291P	RNU6-291P
ENSG00000238173	ENSG00000238173.1		RPL39P6	RPL39P6
ENSG00000120942	ENSG00000120942.14	29914	UBIAD1	UBIAD1
ENSG00000238199	ENSG00000238199.1		UBE2V2P3	UBE2V2P3
ENSG00000284646	ENSG00000284646.1		AL031291.1	
ENSG00000224338	ENSG00000224338.2		MTCYBP45	MTCYBP45
ENSG00000204624	ENSG00000204624.8	57540	DISP3	DISP3
ENSG00000285833	ENSG00000285833.1		AL590989.1	
ENSG00000235643	ENSG00000235643.2	101929181	LINC01647	LINC01647
ENSG00000284708	ENSG00000284708.1		AL031731.1	
ENSG00000116661	ENSG00000116661.11	26232	FBXO2	FBXO2
ENSG00000132879	ENSG00000132879.14	93611	FBXO44	FBXO44
ENSG00000116663	ENSG00000116663.11	26270	FBXO6	FBXO6
ENSG00000116670	ENSG00000116670.15	10459	MAD2L2	MAD2L2
ENSG00000162490	ENSG00000162490.7	374946	DRAXIN	DRAXIN
ENSG00000177674	ENSG00000177674.16	57085	AGTRAP	AGTRAP
ENSG00000215910	ENSG00000215910.7	284498	C1orf167	C1orf167
ENSG00000177553	ENSG00000177553.6	102724659	C1orf167-AS1	C1orf167-AS1
ENSG00000177000	ENSG00000177000.13	4524	MTHFR	MTHFR
ENSG00000011021	ENSG00000011021.23	1185	CLCN6	CLCN6
ENSG00000276470	ENSG00000276470.1		AL021155.2	
ENSG00000278852	ENSG00000278852.1		AL021155.3	
ENSG00000175206	ENSG00000175206.10	4878	NPPA	NPPA
ENSG00000275915	ENSG00000275915.1		AL021155.1	
ENSG00000120937	ENSG00000120937.9	4879	NPPB	NPPB
ENSG00000224904	ENSG00000224904.1		SBF1P2	SBF1P2
ENSG00000285646	ENSG00000285646.2		AL021155.4	
ENSG00000199347	ENSG00000199347.1		RNU5E-1	RNU5E-1
ENSG00000201801	ENSG00000201801.1		RNU5E-4P	RNU5E-4P
ENSG00000116685	ENSG00000116685.16	90231	KIAA2013	KIAA2013
ENSG00000083444	ENSG00000083444.17	5351	PLOD1	PLOD1
ENSG00000287384	ENSG00000287384.1		AL096840.3	
ENSG00000116688	ENSG00000116688.18	9927	MFN2	MFN2
ENSG00000270914	ENSG00000270914.1		AL096840.2	
ENSG00000116691	ENSG00000116691.11	60672	MIIP	MIIP
ENSG00000202461	ENSG00000202461.1		AL096840.1	
ENSG00000276869	ENSG00000276869.1	102466982	MIR6729	MIR6729
ENSG00000243539	ENSG00000243539.3		RN7SL649P	RN7SL649P
ENSG00000120949	ENSG00000120949.15	943	TNFRSF8	TNFRSF8
ENSG00000201135	ENSG00000201135.1		RNU6-777P	RNU6-777P
ENSG00000227875	ENSG00000227875.2		RPL23AP89	RPL23AP89
ENSG00000285604	ENSG00000285604.1		AL357835.1	
ENSG00000283789	ENSG00000283789.1	102465836	MIR7846	MIR7846
ENSG00000028137	ENSG00000028137.19	7133	TNFRSF1B	TNFRSF1B
ENSG00000263676	ENSG00000263676.1	100616438	MIR4632	MIR4632
ENSG00000225196	ENSG00000225196.2		RPL10P17	RPL10P17
ENSG00000252969	ENSG00000252969.1		SNORA70	
ENSG00000048707	ENSG00000048707.15	55187	VPS13D	VPS13D
ENSG00000239149	ENSG00000239149.1	677882	SNORA59A	SNORA59A
ENSG00000239149	ENSG00000239149.1	677885	SNORA59A	SNORA59A
ENSG00000229484	ENSG00000229484.1		LINC02766	LINC02766
ENSG00000162496	ENSG00000162496.9	9249	DHRS3	DHRS3
ENSG00000221340	ENSG00000221340.1		RNU6ATAC18P	RNU6ATAC18P
ENSG00000276830	ENSG00000276830.1	102466722	MIR6730	MIR6730
ENSG00000272482	ENSG00000272482.1		AC254633.1	
ENSG00000204518	ENSG00000204518.2	343066	AADACL4	AADACL4
ENSG00000226166	ENSG00000226166.2		AC244670.1	
ENSG00000188984	ENSG00000188984.12	126767	AADACL3	AADACL3
ENSG00000157330	ENSG00000157330.10	93190	C1orf158	C1orf158
ENSG00000116726	ENSG00000116726.5	390999	PRAMEF12	PRAMEF12
ENSG00000116721	ENSG00000116721.9	65121	PRAMEF1	PRAMEF1
ENSG00000228338	ENSG00000228338.1		LINC01784	LINC01784
ENSG00000239810	ENSG00000239810.3	440560	PRAMEF11	PRAMEF11
ENSG00000231103	ENSG00000231103.2		PRAMEF30P	PRAMEF30P
ENSG00000179172	ENSG00000179172.10	343069	HNRNPCL1	HNRNPCL1
ENSG00000120952	ENSG00000120952.4	65122	PRAMEF2	PRAMEF2
ENSG00000243073	ENSG00000243073.4	400735	PRAMEF4	PRAMEF4
ENSG00000187545	ENSG00000187545.5	343071	PRAMEF10	PRAMEF10
ENSG00000204510	ENSG00000204510.5	441871	PRAMEF7	PRAMEF7
ENSG00000207434	ENSG00000207434.1		RNU6-1072P	RNU6-1072P
ENSG00000234064	ENSG00000234064.1		PRAMEF29P	PRAMEF29P
ENSG00000232423	ENSG00000232423.6	440561	PRAMEF6	PRAMEF6
ENSG00000274178	ENSG00000274178.2		PRAMEF28P	PRAMEF28P
ENSG00000274764	ENSG00000274764.5	101929983	PRAMEF27	PRAMEF27
ENSG00000277058	ENSG00000277058.2	649330	HNRNPCL3	HNRNPCL3
ENSG00000229571	ENSG00000229571.7	441873	PRAMEF25	PRAMEF25
ENSG00000229571	ENSG00000229571.7	645359	PRAMEF25	PRAMEF25
ENSG00000277862	ENSG00000277862.1		PRAMEF34P	PRAMEF34P
ENSG00000236179	ENSG00000236179.1		PRAMEF35P	PRAMEF35P
ENSG00000275774	ENSG00000275774.3	440563	HNRNPCL2	HNRNPCL2
ENSG00000229978	ENSG00000229978.1		PRAMEF36P	PRAMEF36P
ENSG00000233336	ENSG00000233336.1		AC245056.1	
ENSG00000280267	ENSG00000280267.4	645359	PRAMEF26	PRAMEF26
ENSG00000179412	ENSG00000179412.11	101060301	HNRNPCL4	HNRNPCL4
ENSG00000204505	ENSG00000204505.4	343070	PRAMEF9	PRAMEF9
ENSG00000279169	ENSG00000279169.3	400736	PRAMEF13	PRAMEF13
ENSG00000279804	ENSG00000279804.2	391003	PRAMEF18	PRAMEF18
ENSG00000250894	ENSG00000250894.1		PRAMEF31P	PRAMEF31P
ENSG00000270601	ENSG00000270601.4	343068	PRAMEF5	PRAMEF5
ENSG00000231219	ENSG00000231219.1		PRAMEF32P	PRAMEF32P
ENSG00000207511	ENSG00000207511.1		RNU6-771P	RNU6-771P
ENSG00000182330	ENSG00000182330.10	391002	PRAMEF8	PRAMEF8
ENSG00000237700	ENSG00000237700.2	645382	PRAMEF33	PRAMEF33
ENSG00000204501	ENSG00000204501.7	653619	PRAMEF15	PRAMEF15
ENSG00000228229	ENSG00000228229.2		AC243961.1	
ENSG00000204481	ENSG00000204481.8	729528	PRAMEF14	PRAMEF14
ENSG00000204480	ENSG00000204480.8	645414	PRAMEF19	PRAMEF19
ENSG00000204479	ENSG00000204479.4	391004	PRAMEF17	PRAMEF17
ENSG00000204478	ENSG00000204478.9	645425	PRAMEF20	PRAMEF20
ENSG00000162494	ENSG00000162494.6	126755	LRRC38	LRRC38
ENSG00000259961	ENSG00000259961.1		AL354712.1	
ENSG00000215909	ENSG00000215909.3		BRWD1P1	BRWD1P1
ENSG00000162493	ENSG00000162493.16	10630	PDPN	PDPN
ENSG00000222952	ENSG00000222952.1		RNA5SP41	RNA5SP41
ENSG00000237445	ENSG00000237445.2		AL359771.1	
ENSG00000253085	ENSG00000253085.1		AL359771.2	
ENSG00000116731	ENSG00000116731.22	7799	PRDM2	PRDM2
ENSG00000189337	ENSG00000189337.17	23254	KAZN	KAZN
ENSG00000252151	ENSG00000252151.1		RNU6-1265P	RNU6-1265P
ENSG00000231606	ENSG00000231606.2		AL357873.1	
ENSG00000234593	ENSG00000234593.3		KAZN-AS1	KAZN-AS1
ENSG00000235829	ENSG00000235829.1		TBCAP2	TBCAP2
ENSG00000287756	ENSG00000287756.1		AL031293.1	
ENSG00000175147	ENSG00000175147.13	200197	TMEM51-AS1	TMEM51-AS1
ENSG00000171729	ENSG00000171729.14	55092	TMEM51	TMEM51
ENSG00000204464	ENSG00000204464.7		C1orf195	C1orf195
ENSG00000215720	ENSG00000215720.4		MFFP1	MFFP1
ENSG00000278480	ENSG00000278480.1		ZBTB2P1	ZBTB2P1
ENSG00000142621	ENSG00000142621.19	114827	FHAD1	FHAD1
ENSG00000233485	ENSG00000233485.1	101927417	FHAD1-AS1	FHAD1-AS1
ENSG00000236045	ENSG00000236045.1		AL031283.2	
ENSG00000228140	ENSG00000228140.2		AL031283.1	
ENSG00000142634	ENSG00000142634.13	79180	EFHD2	EFHD2
ENSG00000162438	ENSG00000162438.12	11330	CTRC	CTRC
ENSG00000142615	ENSG00000142615.8	63036	CELA2A	CELA2A
ENSG00000215704	ENSG00000215704.10	51032	CELA2B	CELA2B
ENSG00000132906	ENSG00000132906.18	842	CASP9	CASP9
ENSG00000116138	ENSG00000116138.13	23341	DNAJC16	DNAJC16
ENSG00000251866	ENSG00000251866.1	107397391	SCARNA21B	SCARNA21B
ENSG00000272510	ENSG00000272510.1		AL121992.3	
ENSG00000116771	ENSG00000116771.6	79814	AGMAT	AGMAT
ENSG00000237301	ENSG00000237301.1		AL121992.1	
ENSG00000235084	ENSG00000235084.3		CHCHD2P6	CHCHD2P6
ENSG00000252417	ENSG00000252417.1		RNU7-179P	RNU7-179P
ENSG00000236500	ENSG00000236500.1		CD24P1	CD24P1
ENSG00000197312	ENSG00000197312.12	84301	DDI2	DDI2
ENSG00000215695	ENSG00000215695.1	6248	RSC1A1	RSC1A1
ENSG00000271742	ENSG00000271742.1		AL121992.2	
ENSG00000116786	ENSG00000116786.13	23207	PLEKHM2	PLEKHM2
ENSG00000237938	ENSG00000237938.5		AL450998.2	
ENSG00000162461	ENSG00000162461.8	284723	SLC25A34	SLC25A34
ENSG00000224459	ENSG00000224459.1	110806303	SLC25A34-AS1	SLC25A34-AS1
ENSG00000162460	ENSG00000162460.7	388595	TMEM82	TMEM82
ENSG00000162458	ENSG00000162458.13	54751	FBLIM1	FBLIM1
ENSG00000224321	ENSG00000224321.1		RPL12P14	RPL12P14
ENSG00000233954	ENSG00000233954.6	440567	UQCRHL	UQCRHL
ENSG00000178715	ENSG00000178715.8		AL450998.1	
ENSG00000179743	ENSG00000179743.4	729614	FLJ37453	
ENSG00000065526	ENSG00000065526.12	23013	SPEN	SPEN
ENSG00000270620	ENSG00000270620.1		AL034555.1	
ENSG00000116809	ENSG00000116809.12	7709	ZBTB17	ZBTB17
ENSG00000234607	ENSG00000234607.2		AL355994.4	
ENSG00000231353	ENSG00000231353.1		AL355994.1	
ENSG00000275503	ENSG00000275503.1		AL355994.5	
ENSG00000224966	ENSG00000224966.4		TBC1D3P6	TBC1D3P6
ENSG00000183888	ENSG00000183888.4	149563	SRARP	SRARP
ENSG00000233078	ENSG00000233078.1		AL355994.3	
ENSG00000173641	ENSG00000173641.17	27129	HSPB7	HSPB7
ENSG00000186510	ENSG00000186510.12	1187	CLCNKA	CLCNKA
ENSG00000232456	ENSG00000232456.1		AL355994.2	
ENSG00000184908	ENSG00000184908.18	1188	CLCNKB	CLCNKB
ENSG00000185519	ENSG00000185519.9	348487	FAM131C	FAM131C
ENSG00000142627	ENSG00000142627.13	1969	EPHA2	EPHA2
ENSG00000227959	ENSG00000227959.1		AL451042.2	
ENSG00000224621	ENSG00000224621.1		AL451042.1	
ENSG00000234166	ENSG00000234166.1		ARHGEF19-AS1	ARHGEF19-AS1
ENSG00000142632	ENSG00000142632.17	128272	ARHGEF19	ARHGEF19
ENSG00000237276	ENSG00000237276.8		ANO7L1	ANO7L1
ENSG00000288398	ENSG00000288398.1		AL109627.1	
ENSG00000132881	ENSG00000132881.12	79363	CPLANE2	CPLANE2
ENSG00000233929	ENSG00000233929.1		MT1XP1	MT1XP1
ENSG00000037637	ENSG00000037637.11	54455	FBXO42	FBXO42
ENSG00000055070	ENSG00000055070.17	26099	SZRD1	SZRD1
ENSG00000226457	ENSG00000226457.1		RPL22P3	RPL22P3
ENSG00000187144	ENSG00000187144.11	374955	SPATA21	SPATA21
ENSG00000157191	ENSG00000157191.20	55707	NECAP2	NECAP2
ENSG00000226029	ENSG00000226029.1	107984921	LINC01772	LINC01772
ENSG00000080947	ENSG00000080947.15	114819	CROCCP3	CROCCP3
ENSG00000206652	ENSG00000206652.1	26871	RNU1-1	RNU1-1
ENSG00000261135	ENSG00000261135.1		AL137802.2	
ENSG00000285853	ENSG00000285853.1		AL137802.3	
ENSG00000224174	ENSG00000224174.2		AL137802.1	
ENSG00000233421	ENSG00000233421.4	100132147	LINC01783	LINC01783
ENSG00000277344	ENSG00000277344.1		RNU1-6P	RNU1-6P
ENSG00000225710	ENSG00000225710.1		AL355149.1	
ENSG00000219481	ENSG00000219481.10	55672	NBPF1	NBPF1
ENSG00000271732	ENSG00000271732.1		AL137798.1	
ENSG00000215908	ENSG00000215908.10	84809	CROCCP2	CROCCP2
ENSG00000283773	ENSG00000283773.1		AL137798.3	
ENSG00000186301	ENSG00000186301.8		MST1P2	MST1P2
ENSG00000282143	ENSG00000282143.1		AL137798.2	
ENSG00000207513	ENSG00000207513.1	26869	RNU1-3	RNU1-3
ENSG00000280114	ENSG00000280114.1		AL021920.2	
ENSG00000236698	ENSG00000236698.1		EIF1AXP1	EIF1AXP1
ENSG00000268869	ENSG00000268869.6		ESPNP	ESPNP
ENSG00000279151	ENSG00000279151.1		AL021920.1	
ENSG00000282740	ENSG00000282740.1		AL021920.3	
ENSG00000058453	ENSG00000058453.17	9696	CROCC	CROCC
ENSG00000227684	ENSG00000227684.2		CROCCP4	CROCCP4
ENSG00000207389	ENSG00000207389.1	6060	RNU1-4	RNU1-4
ENSG00000186715	ENSG00000186715.11	11223	MST1L	MST1L
ENSG00000223643	ENSG00000223643.6		BX284668.1	
ENSG00000230239	ENSG00000230239.1		BX284668.3	
ENSG00000263811	ENSG00000263811.1	100500876	MIR3675	MIR3675
ENSG00000228549	ENSG00000228549.4	112267871	BX284668.2	
ENSG00000277234	ENSG00000277234.1		RNU1-5P	RNU1-5P
ENSG00000238142	ENSG00000238142.2	105376805	BX284668.5	
ENSG00000235241	ENSG00000235241.1		BX284668.4	
ENSG00000207005	ENSG00000207005.1	26870	RNU1-2	RNU1-2
ENSG00000272426	ENSG00000272426.1		BX284668.6	
ENSG00000117122	ENSG00000117122.14	4237	MFAP2	MFAP2
ENSG00000286898	ENSG00000286898.1	105376806	AL049569.2	
ENSG00000226526	ENSG00000226526.1		AL049569.1	
ENSG00000159363	ENSG00000159363.19	23400	ATP13A2	ATP13A2
ENSG00000288636	ENSG00000288636.1		AL049569.3	
ENSG00000117118	ENSG00000117118.10	6390	SDHB	SDHB
ENSG00000117115	ENSG00000117115.13	11240	PADI2	PADI2
ENSG00000204362	ENSG00000204362.6	400743	LINC02783	LINC02783
ENSG00000282843	ENSG00000282843.1		AL590644.1	
ENSG00000142623	ENSG00000142623.11	29943	PADI1	PADI1
ENSG00000142619	ENSG00000142619.4	51702	PADI3	PADI3
ENSG00000266634	ENSG00000266634.1	100616188	MIR3972	MIR3972
ENSG00000159339	ENSG00000159339.13	23569	PADI4	PADI4
ENSG00000276747	ENSG00000276747.1	353238	PADI6	PADI6
ENSG00000179051	ENSG00000179051.14	55920	RCC2	RCC2
ENSG00000227751	ENSG00000227751.1		RCC2-AS1	RCC2-AS1
ENSG00000074964	ENSG00000074964.17	55160	ARHGEF10L	ARHGEF10L
ENSG00000236648	ENSG00000236648.2		LINC02810	LINC02810
ENSG00000117148	ENSG00000117148.8	81569	ACTL8	ACTL8
ENSG00000284653	ENSG00000284653.1		AL357509.1	
ENSG00000261781	ENSG00000261781.1	101927876	LINC01654	LINC01654
ENSG00000117154	ENSG00000117154.12	84966	IGSF21	IGSF21
ENSG00000280222	ENSG00000280222.1		AL365209.1	
ENSG00000230035	ENSG00000230035.2		IGSF21-AS1	IGSF21-AS1
ENSG00000225387	ENSG00000225387.1		AL591896.1	
ENSG00000179023	ENSG00000179023.8	127707	KLHDC7A	KLHDC7A
ENSG00000235282	ENSG00000235282.3		DYNLL1P3	DYNLL1P3
ENSG00000225478	ENSG00000225478.2		AL031737.1	
ENSG00000009709	ENSG00000009709.12	5081	PAX7	PAX7
ENSG00000179002	ENSG00000179002.5	80834	TAS1R2	TAS1R2
ENSG00000159423	ENSG00000159423.17	8659	ALDH4A1	ALDH4A1
ENSG00000265606	ENSG00000265606.1	100616120	MIR4695	MIR4695
ENSG00000221662	ENSG00000221662.1	100302276	MIR1290	MIR1290
ENSG00000169991	ENSG00000169991.11	126917	IFFO2	IFFO2
ENSG00000272084	ENSG00000272084.1		AL137127.1	
ENSG00000127481	ENSG00000127481.15	23352	UBR4	UBR4
ENSG00000230424	ENSG00000230424.1		EMC1-AS1	EMC1-AS1
ENSG00000127463	ENSG00000127463.15	23065	EMC1	EMC1
ENSG00000211454	ENSG00000211454.15		AKR7L	AKR7L
ENSG00000053372	ENSG00000053372.5	51154	MRTO4	MRTO4
ENSG00000286064	ENSG00000286064.1		AL035413.2	
ENSG00000162482	ENSG00000162482.5	22977	AKR7A3	AKR7A3
ENSG00000270728	ENSG00000270728.1		AL035413.1	
ENSG00000053371	ENSG00000053371.12	8574	AKR7A2	AKR7A2
ENSG00000200403	ENSG00000200403.1		RNU6-1099P	RNU6-1099P
ENSG00000040487	ENSG00000040487.13	54896	SLC66A1	SLC66A1
ENSG00000077549	ENSG00000077549.19	832	CAPZB	CAPZB
ENSG00000240490	ENSG00000240490.3		RN7SL277P	RN7SL277P
ENSG00000173436	ENSG00000173436.15	440574	MICOS10	MICOS10
ENSG00000201609	ENSG00000201609.1		RNU4-28P	RNU4-28P
ENSG00000235185	ENSG00000235185.1	105378614	AL031727.2	
ENSG00000158747	ENSG00000158747.15	4681	NBL1	NBL1
ENSG00000158747	ENSG00000158747.15	100532736	NBL1	NBL1
ENSG00000270136	ENSG00000270136.6		MICOS10-NBL1	MICOS10-NBL1
ENSG00000226396	ENSG00000226396.1		AL031727.1	
ENSG00000158748	ENSG00000158748.4	3362	HTR6	HTR6
ENSG00000162542	ENSG00000162542.13	255104	TMCO4	TMCO4
ENSG00000178828	ENSG00000178828.7	54546	RNF186	RNF186
ENSG00000235434	ENSG00000235434.1		AL391883.1	
ENSG00000169914	ENSG00000169914.6	23252	OTUD3	OTUD3
ENSG00000188784	ENSG00000188784.4	30814	PLA2G2E	PLA2G2E
ENSG00000242688	ENSG00000242688.3		RN7SL304P	RN7SL304P
ENSG00000188257	ENSG00000188257.11	5320	PLA2G2A	PLA2G2A
ENSG00000127472	ENSG00000127472.11	5322	PLA2G5	PLA2G5
ENSG00000117215	ENSG00000117215.15	26279	PLA2G2D	PLA2G2D
ENSG00000158786	ENSG00000158786.5	64600	PLA2G2F	PLA2G2F
ENSG00000227066	ENSG00000227066.2		Z98257.1	
ENSG00000187980	ENSG00000187980.6	391013	PLA2G2C	PLA2G2C
ENSG00000225986	ENSG00000225986.1	101928017	UBXN10-AS1	UBXN10-AS1
ENSG00000162543	ENSG00000162543.6	127733	UBXN10	UBXN10
ENSG00000228105	ENSG00000228105.2	105376827	LINC01757	LINC01757
ENSG00000284710	ENSG00000284710.1		Z98257.2	
ENSG00000158816	ENSG00000158816.15	127731	VWA5B1	VWA5B1
ENSG00000226664	ENSG00000226664.1		AL020998.1	
ENSG00000236963	ENSG00000236963.7		LINC01141	LINC01141
ENSG00000226487	ENSG00000226487.1		AL139254.1	
ENSG00000284641	ENSG00000284641.1		AL139254.2	
ENSG00000284743	ENSG00000284743.1		AL139254.3	
ENSG00000162545	ENSG00000162545.6	55450	CAMK2N1	CAMK2N1
ENSG00000090432	ENSG00000090432.7	79594	MUL1	MUL1
ENSG00000215520	ENSG00000215520.3		RPS4XP4	RPS4XP4
ENSG00000183114	ENSG00000183114.8	163933	FAM43B	FAM43B
ENSG00000158825	ENSG00000158825.6	978	CDA	CDA
ENSG00000158828	ENSG00000158828.8	65018	PINK1	PINK1
ENSG00000284005	ENSG00000284005.1	102464833	MIR6084	MIR6084
ENSG00000117242	ENSG00000117242.7	100861548	PINK1-AS	PINK1-AS
ENSG00000244038	ENSG00000244038.11	1650	DDOST	DDOST
ENSG00000117245	ENSG00000117245.12	57576	KIF17	KIF17
ENSG00000235432	ENSG00000235432.1		AL663074.2	
ENSG00000189410	ENSG00000189410.12	400745	SH2D5	SH2D5
ENSG00000233069	ENSG00000233069.1		AL663074.1	
ENSG00000127483	ENSG00000127483.19	50809	HP1BP3	HP1BP3
ENSG00000075151	ENSG00000075151.20	8672	EIF4G3	EIF4G3
ENSG00000251914	ENSG00000251914.1		RNU7-200P	RNU7-200P
ENSG00000221808	ENSG00000221808.1	100302155	MIR1256	MIR1256
ENSG00000233072	ENSG00000233072.1		RPS15AP6	RPS15AP6
ENSG00000236073	ENSG00000236073.2		AL627311.1	
ENSG00000235112	ENSG00000235112.1		HSPE1P27	HSPE1P27
ENSG00000287192	ENSG00000287192.1		AL031005.2	
ENSG00000117298	ENSG00000117298.16	1889	ECE1	ECE1
ENSG00000236936	ENSG00000236936.1		AL031005.1	
ENSG00000231105	ENSG00000231105.2	100506801	ECE1-AS1	ECE1-AS1
ENSG00000236216	ENSG00000236216.5		PPP1R11P1	PPP1R11P1
ENSG00000228823	ENSG00000228823.1		AL592309.1	
ENSG00000236009	ENSG00000236009.1		AL592309.2	
ENSG00000227001	ENSG00000227001.3		NBPF2P	NBPF2P
ENSG00000187952	ENSG00000187952.9		HS6ST1P1	HS6ST1P1
ENSG00000186543	ENSG00000186543.7		CROCCP5	CROCCP5
ENSG00000142794	ENSG00000142794.18	84224	NBPF3	NBPF3
ENSG00000176378	ENSG00000176378.8		PFN1P10	PFN1P10
ENSG00000162551	ENSG00000162551.14	249	ALPL	ALPL
ENSG00000233431	ENSG00000233431.1		LINC02596	LINC02596
ENSG00000076864	ENSG00000076864.19	5909	RAP1GAP	RAP1GAP
ENSG00000090686	ENSG00000090686.16	84196	USP48	USP48
ENSG00000231978	ENSG00000231978.2		AL590103.1	
ENSG00000187942	ENSG00000187942.12	401944	LDLRAD2	LDLRAD2
ENSG00000142798	ENSG00000142798.20	3339	HSPG2	HSPG2
ENSG00000232037	ENSG00000232037.3		AL590556.1	
ENSG00000283234	ENSG00000283234.1		AL590556.2	
ENSG00000219073	ENSG00000219073.8	23436	CELA3B	CELA3B
ENSG00000285959	ENSG00000285959.1		AL590556.3	
ENSG00000273610	ENSG00000273610.1		RN7SL386P	RN7SL386P
ENSG00000201919	ENSG00000201919.1		RNU6-1022P	RNU6-1022P
ENSG00000142789	ENSG00000142789.20	10136	CELA3A	CELA3A
ENSG00000278124	ENSG00000278124.1		RN7SL186P	RN7SL186P
ENSG00000201273	ENSG00000201273.1		RNU6-776P	RNU6-776P
ENSG00000228397	ENSG00000228397.3	101928043	LINC01635	LINC01635
ENSG00000218510	ENSG00000218510.8	29092	LINC00339	LINC00339
ENSG00000070831	ENSG00000070831.17	998	CDC42	CDC42
ENSG00000285752	ENSG00000285752.1		CDC42-AS1	CDC42-AS1
ENSG00000285794	ENSG00000285794.1		AL031281.1	
ENSG00000230068	ENSG00000230068.2		CDC42-IT1	CDC42-IT1
ENSG00000271428	ENSG00000271428.1		MPHOSPH6P1	MPHOSPH6P1
ENSG00000162552	ENSG00000162552.15	54361	WNT4	WNT4
ENSG00000285873	ENSG00000285873.1	105376845	AL445253.1	
ENSG00000266564	ENSG00000266564.1	100616433	MIR4418	MIR4418
ENSG00000234397	ENSG00000234397.3		PPIAP34	PPIAP34
ENSG00000279625	ENSG00000279625.1		AL591122.1	
ENSG00000184677	ENSG00000184677.18	9923	ZBTB40	ZBTB40
ENSG00000237200	ENSG00000237200.1		ZBTB40-IT1	ZBTB40-IT1
ENSG00000070886	ENSG00000070886.12	2046	EPHA8	EPHA8
ENSG00000276835	ENSG00000276835.2	102466615	MIR6127	MIR6127
ENSG00000173372	ENSG00000173372.17	712	C1QA	C1QA
ENSG00000159189	ENSG00000159189.12	714	C1QC	C1QC
ENSG00000173369	ENSG00000173369.17	713	C1QB	C1QB
ENSG00000133216	ENSG00000133216.16	2048	EPHB2	EPHB2
ENSG00000265422	ENSG00000265422.1	100616391	MIR4684	MIR4684
ENSG00000225952	ENSG00000225952.1		AL512444.1	
ENSG00000264014	ENSG00000264014.1	100422914	MIR4253	MIR4253
ENSG00000215906	ENSG00000215906.8	646262	LACTBL1	LACTBL1
ENSG00000227868	ENSG00000227868.6	729059	TEX46	TEX46
ENSG00000004487	ENSG00000004487.17	23028	KDM1A	KDM1A
ENSG00000240553	ENSG00000240553.1		AL031428.1	
ENSG00000263793	ENSG00000263793.1	100422866	MIR3115	MIR3115
ENSG00000266802	ENSG00000266802.1		AL031428.2	
ENSG00000169641	ENSG00000169641.13	7798	LUZP1	LUZP1
ENSG00000229010	ENSG00000229010.1		AL161672.1	
ENSG00000206935	ENSG00000206935.1		RNU6-514P	RNU6-514P
ENSG00000252578	ENSG00000252578.1		RNU6-135P	RNU6-135P
ENSG00000179546	ENSG00000179546.4	3352	HTR1D	HTR1D
ENSG00000215381	ENSG00000215381.3		AL109936.2	
ENSG00000261326	ENSG00000261326.4		LINC01355	LINC01355
ENSG00000284726	ENSG00000284726.1		AL109936.8	
ENSG00000125944	ENSG00000125944.21	10236	HNRNPR	HNRNPR
ENSG00000125945	ENSG00000125945.15	80818	ZNF436	ZNF436
ENSG00000249087	ENSG00000249087.7		ZNF436-AS1	ZNF436-AS1
ENSG00000201405	ENSG00000201405.1		AL109936.1	
ENSG00000271420	ENSG00000271420.1		AL109936.3	
ENSG00000204219	ENSG00000204219.11	6920	TCEA3	TCEA3
ENSG00000232482	ENSG00000232482.2		AL357134.1	
ENSG00000088280	ENSG00000088280.19	55616	ASAP3	ASAP3
ENSG00000007968	ENSG00000007968.7	1870	E2F2	E2F2
ENSG00000235052	ENSG00000235052.1		AL021154.1	
ENSG00000117318	ENSG00000117318.9	3399	ID3	ID3
ENSG00000285802	ENSG00000285802.1		AL450043.1	
ENSG00000197880	ENSG00000197880.9	259283	MDS2	MDS2
ENSG00000229239	ENSG00000229239.2		AL451000.1	
ENSG00000142676	ENSG00000142676.14	6135	RPL11	RPL11
ENSG00000236810	ENSG00000236810.6	100506963	ELOA-AS1	ELOA-AS1
ENSG00000011007	ENSG00000011007.12	6924	ELOA	ELOA
ENSG00000057757	ENSG00000057757.10	57095	PITHD1	PITHD1
ENSG00000011009	ENSG00000011009.11	11313	LYPLA2	LYPLA2
ENSG00000117308	ENSG00000117308.15	2582	GALE	GALE
ENSG00000117305	ENSG00000117305.15	3155	HMGCL	HMGCL
ENSG00000179163	ENSG00000179163.12	2517	FUCA1	FUCA1
ENSG00000188822	ENSG00000188822.8	1269	CNR2	CNR2
ENSG00000229106	ENSG00000229106.1		BTBD6P1	BTBD6P1
ENSG00000232557	ENSG00000232557.3		AL590609.2	
ENSG00000264926	ENSG00000264926.1	100616492	MIR378F	MIR378F
ENSG00000230228	ENSG00000230228.2		H3P1	H3P1
ENSG00000189266	ENSG00000189266.13	55629	PNRC2	PNRC2
ENSG00000188529	ENSG00000188529.15	10772	SRSF10	SRSF10
